transaction_id,agent_id,provider,area,timestamp,txn_type,amount,status,agent_cash_before,agent_cash_after,agent_provider_balance_before,agent_provider_balance_after,event_flag,case_status,day_type,customer_id,split,is_injected_anomaly,is_injected_data_fault,injected_scenario
txn_001395,agent_18,Rocket,Bandarbazar,2026-01-06 13:55:38,cash_out,1230.23,success,223831.53325938867,222601.30325938866,157054.64436589013,158284.87436589014,normal,,normal,cust_00334,calibration,False,False,
txn_001397,agent_16,bKash,Zindabazar,2026-01-06 13:56:44,cash_in,3134.68,success,252882.78909464428,256017.46909464427,96912.5200108253,,injected_data_fault,,normal,cust_00384,calibration,False,True,
txn_001398,agent_15,Rocket,Chowhatta,2026-01-06 13:58:59,cash_in,1267.65,success,392977.9724749608,394245.6224749608,111568.08512799881,110300.43512799882,normal,,normal,cust_00370,calibration,False,False,
txn_001400,agent_18,Nagad,Bandarbazar,2026-01-06 14:05:38,cash_in,2575.2,success,222601.30325938866,225176.50325938867,195042.32966822913,192467.1296682291,normal,,normal,cust_00303,calibration,False,False,
txn_001401,agent_20,Rocket,Chowhatta,2026-01-06 14:19:07,cash_out,1889.61,success,363854.1524165454,361964.5424165454,151707.83968420423,153597.4496842042,normal,,normal,cust_00342,calibration,False,False,
txn_001402,agent_16,Rocket,Zindabazar,2026-01-06 14:26:05,cash_in,1294.48,success,256017.46909464427,257311.94909464428,218824.06063706693,217529.58063706692,normal,,normal,cust_00129,calibration,False,False,
txn_001403,agent_12,Rocket,Ambarkhana,2026-01-06 14:32:02,cash_out,2812.3,success,304258.96650372504,301446.66650372505,146354.32499185,149166.62499185,normal,,normal,cust_00367,calibration,False,False,
txn_001404,agent_18,Nagad,Bandarbazar,2026-01-06 14:32:16,cash_in,2806.31,success,225176.50325938867,227982.81325938867,192467.1296682291,189660.81966822912,normal,,normal,cust_00178,calibration,False,False,
txn_001303,agent_14,bKash,Shibganj,2026-01-06 14:58:35,cash_out,4843.71,success,331586.43410370883,326742.7241037088,148101.4821643846,152945.19216438459,injected_data_fault,,normal,cust_00142,calibration,False,True,
txn_001408,agent_07,Nagad,Ambarkhana,2026-01-06 15:03:04,cash_in,2226.24,success,356075.16684389545,358301.40684389544,162998.51965823013,160772.27965823014,normal,,normal,cust_00076,calibration,False,False,
txn_001409,agent_07,Rocket,Ambarkhana,2026-01-06 15:03:22,cash_out,2883.71,success,358301.40684389544,355417.6968438954,175760.56921709838,178644.27921709837,normal,,normal,cust_00028,calibration,False,False,
txn_001304,agent_10,bKash,Chowhatta,2026-01-06 15:05:44,cash_in,1228.21,success,308575.25332274305,309803.4633227431,162751.46967577093,161523.25967577094,injected_data_fault,,normal,cust_00390,calibration,False,True,
txn_001410,agent_17,Nagad,Ambarkhana,2026-01-06 15:09:04,cash_out,1985.14,success,407176.07925568323,405190.9392556832,217628.48323893367,219613.62323893368,normal,,normal,cust_00054,calibration,False,False,
txn_001411,agent_15,bKash,Chowhatta,2026-01-06 15:21:11,cash_out,632.77,success,394245.6224749608,393612.8524749608,152162.90581553458,152795.67581553457,normal,,normal,cust_00239,calibration,False,False,
txn_001412,agent_13,Nagad,Bandarbazar,2026-01-06 15:30:04,cash_in,3257.3,success,283334.8956526633,286592.1956526633,139226.60801438507,135969.30801438508,normal,,normal,cust_00322,calibration,False,False,
txn_001413,agent_19,Nagad,Shibganj,2026-01-06 15:35:30,cash_in,5530.39,success,449649.4245201934,455179.81452019344,153431.60014316364,147901.21014316363,normal,,normal,cust_00232,calibration,False,False,
txn_001414,agent_12,bKash,Ambarkhana,2026-01-06 15:38:10,cash_out,1706.55,success,301446.66650372505,299740.11650372506,163949.6542389771,165656.20423897708,injected_data_fault,,normal,cust_00101,calibration,False,True,
txn_001414_dup,agent_12,bKash,Ambarkhana,2026-01-06 15:38:10,cash_out,1706.55,success,301446.66650372505,299740.11650372506,163949.6542389771,165656.20423897708,injected_data_fault,,normal,cust_00101,calibration,False,True,
txn_001418,agent_14,bKash,Shibganj,2026-01-06 16:00:21,cash_in,3152.18,success,322880.43410370883,326032.6141037088,155987.8621643846,152835.6821643846,injected_data_fault,,normal,cust_00152,calibration,False,True,
txn_001418_dup,agent_14,bKash,Shibganj,2026-01-06 16:00:21,cash_in,3152.18,success,322880.43410370883,326032.6141037088,155987.8621643846,152835.6821643846,injected_data_fault,,normal,cust_00152,calibration,False,True,
txn_001420,agent_08,Nagad,Bandarbazar,2026-01-06 16:02:12,cash_in,1365.49,success,346653.67929778295,348019.16929778294,229893.8126532859,228528.3226532859,normal,,normal,cust_00309,calibration,False,False,
txn_001422,agent_11,bKash,Zindabazar,2026-01-06 16:09:00,cash_out,4162.67,success,329626.3527265385,325463.6827265385,182181.89640786516,186344.56640786518,injected_data_fault,,normal,cust_00037,calibration,False,True,
txn_001422_dup,agent_11,bKash,Zindabazar,2026-01-06 16:09:00,cash_out,4162.67,success,329626.3527265385,325463.6827265385,182181.89640786516,186344.56640786518,injected_data_fault,,normal,cust_00037,calibration,False,True,
txn_001423,agent_02,Nagad,Ambarkhana,2026-01-06 16:09:52,cash_out,4650.7,failed,293247.53111894854,293247.53111894854,238715.7756690194,238715.7756690194,normal,,normal,cust_00064,calibration,False,False,
txn_001424,agent_09,bKash,Shibganj,2026-01-06 16:11:52,cash_out,1850.35,success,344447.60817299585,342597.2581729959,201953.45555423768,,injected_data_fault,,normal,cust_00165,calibration,False,True,
txn_001425,agent_03,Rocket,Bandarbazar,2026-01-06 16:19:38,cash_out,1643.29,success,295386.5423313087,293743.25233130873,198983.03417519445,200626.32417519446,normal,,normal,cust_00140,calibration,False,False,
txn_001426,agent_07,Rocket,Ambarkhana,2026-01-06 16:22:34,cash_in,2849.65,success,355417.6968438954,358267.34684389544,178644.27921709837,175794.62921709838,normal,,normal,cust_00120,calibration,False,False,
txn_001428,agent_17,Nagad,Ambarkhana,2026-01-06 16:27:23,cash_in,7293.1,success,405190.9392556832,412484.0392556832,219613.62323893368,212320.52323893367,normal,,normal,cust_00338,calibration,False,False,
txn_001429,agent_18,Nagad,Bandarbazar,2026-01-06 16:33:30,cash_in,18191.59,success,227982.81325938867,246174.40325938867,189660.81966822912,171469.22966822912,normal,,normal,cust_00067,calibration,False,False,
txn_001430,agent_16,bKash,Zindabazar,2026-01-06 16:34:43,cash_in,1314.84,success,257311.94909464428,258626.78909464428,93777.84001082531,92463.00001082532,injected_data_fault,,normal,cust_00239,calibration,False,True,
txn_001430_dup,agent_16,bKash,Zindabazar,2026-01-06 16:34:43,cash_in,1314.84,success,257311.94909464428,258626.78909464428,93777.84001082531,92463.00001082532,injected_data_fault,,normal,cust_00239,calibration,False,True,
txn_001431,agent_07,bKash,Ambarkhana,2026-01-06 16:36:10,cash_in,4304.5,success,358267.34684389544,362571.84684389544,153135.2963365372,148830.7963365372,normal,,normal,cust_00229,calibration,False,False,
txn_001432,agent_06,Nagad,Zindabazar,2026-01-06 16:37:47,cash_out,2800.8,success,209375.31966119836,206574.51966119837,114526.66276484015,117327.46276484015,normal,,normal,cust_00082,calibration,False,False,
txn_001433,agent_09,Nagad,Shibganj,2026-01-06 16:39:19,cash_in,1786.06,success,342597.2581729959,344383.3181729959,101256.6088022019,99470.5488022019,normal,,normal,cust_00167,calibration,False,False,
txn_001434,agent_16,bKash,Zindabazar,2026-01-06 16:44:52,cash_out,860.76,success,258626.78909464428,257766.02909464427,92463.00001082532,93323.76001082531,injected_data_fault,,normal,cust_00041,calibration,False,True,
txn_001434_dup,agent_16,bKash,Zindabazar,2026-01-06 16:44:52,cash_out,860.76,success,258626.78909464428,257766.02909464427,92463.00001082532,93323.76001082531,injected_data_fault,,normal,cust_00041,calibration,False,True,
txn_001435,agent_15,Nagad,Chowhatta,2026-01-06 16:47:40,cash_out,3527.52,success,392184.82247496076,388657.30247496074,114703.50602467147,118231.02602467148,normal,,normal,cust_00252,calibration,False,False,
txn_001436,agent_10,Nagad,Chowhatta,2026-01-06 16:53:14,cash_in,577.59,success,309272.9833227431,309850.5733227431,247116.25627231362,246538.66627231363,normal,,normal,cust_00234,calibration,False,False,
txn_001437,agent_02,Nagad,Ambarkhana,2026-01-06 17:07:43,cash_in,5056.65,success,293247.53111894854,298304.18111894856,238715.7756690194,233659.1256690194,normal,,normal,cust_00182,calibration,False,False,
txn_001438,agent_16,bKash,Zindabazar,2026-01-06 17:13:00,cash_in,3483.41,success,257766.02909464427,261249.43909464427,93323.76001082531,89840.3500108253,normal,,normal,cust_00349,calibration,False,False,
txn_001439,agent_01,Nagad,Zindabazar,2026-01-06 17:13:33,cash_in,1344.88,success,259399.15239999062,260744.03239999062,242607.10097164498,241262.22097164497,normal,,normal,cust_00177,calibration,False,False,
txn_001440,agent_19,Rocket,Shibganj,2026-01-06 17:15:18,cash_out,5603.13,success,455179.81452019344,449576.68452019343,139410.86509199132,145013.99509199132,normal,,normal,cust_00284,calibration,False,False,
txn_001442,agent_16,Rocket,Zindabazar,2026-01-06 17:23:15,cash_in,8271.03,success,261249.43909464427,269520.4690946443,217529.58063706692,209258.55063706692,normal,,normal,cust_00227,calibration,False,False,
txn_001443,agent_10,bKash,Chowhatta,2026-01-06 17:23:59,cash_in,493.6,success,309850.5733227431,310344.1733227431,161523.25967577094,161029.65967577093,normal,,normal,cust_00035,calibration,False,False,
txn_001444,agent_05,Nagad,Chowhatta,2026-01-06 17:24:12,cash_in,1627.09,success,319679.40792454826,321306.4979245483,199591.15784349284,197964.06784349284,normal,,normal,cust_00049,calibration,False,False,
txn_001445,agent_12,Rocket,Ambarkhana,2026-01-06 17:24:40,cash_in,1905.75,success,299274.93650372507,301180.68650372507,149166.62499185,147260.87499185,normal,,normal,cust_00102,calibration,False,False,
txn_001446,agent_06,Nagad,Zindabazar,2026-01-06 17:42:37,cash_out,3055.23,success,206574.51966119837,203519.28966119836,117327.46276484015,120382.69276484015,normal,,normal,cust_00132,calibration,False,False,
txn_001338,agent_19,bKash,Shibganj,2026-01-06 17:46:02,cash_in,2254.51,success,451941.2345201934,454195.74452019343,177467.22053551394,175212.71053551394,injected_data_fault,,normal,cust_00071,calibration,False,True,
txn_001448,agent_04,Nagad,Shibganj,2026-01-06 17:48:20,cash_out,4108.0,success,382519.707037843,378411.707037843,196952.6892302059,201060.6892302059,normal,,normal,cust_00300,calibration,False,False,
txn_001449,agent_07,Nagad,Ambarkhana,2026-01-06 17:53:09,cash_out,2135.59,failed,362571.84684389544,362571.84684389544,160772.27965823014,160772.27965823014,normal,,normal,cust_00157,calibration,False,False,
txn_001450,agent_20,bKash,Chowhatta,2026-01-06 17:53:28,cash_in,1595.5,success,361964.5424165454,363560.0424165454,153375.6014980343,151780.1014980343,normal,,normal,cust_00351,calibration,False,False,
txn_001452,agent_14,Nagad,Shibganj,2026-01-06 17:59:12,cash_out,4911.44,success,326032.6141037088,321121.1741037088,130743.24327141089,135654.68327141088,normal,,normal,cust_00067,calibration,False,False,
txn_001453,agent_01,Nagad,Zindabazar,2026-01-06 18:00:51,cash_out,855.64,success,260137.82239999063,259282.18239999062,241262.22097164497,242117.860971645,normal,,normal,cust_00152,calibration,False,False,
txn_001454,agent_04,bKash,Shibganj,2026-01-06 18:01:02,cash_in,647.1,success,378411.707037843,379058.807037843,240741.96624292954,240094.86624292954,normal,,normal,cust_00014,calibration,False,False,
txn_001456,agent_02,Nagad,Ambarkhana,2026-01-06 18:05:26,cash_in,932.15,success,298304.18111894856,299236.3311189486,233659.1256690194,232726.97566901942,normal,,normal,cust_00245,calibration,False,False,
txn_001457,agent_16,Nagad,Zindabazar,2026-01-06 18:12:02,cash_out,2685.43,success,269520.4690946443,266835.0390946443,112374.28862971139,115059.71862971138,normal,,normal,cust_00115,calibration,False,False,
txn_001458,agent_09,bKash,Shibganj,2026-01-06 18:14:04,cash_out,922.59,success,346943.49817299587,346020.90817299584,201243.6255542377,,injected_data_fault,,normal,cust_00346,calibration,False,True,
txn_001347,agent_14,bKash,Shibganj,2026-01-06 18:15:45,cash_in,1316.93,success,327922.5741037088,329239.5041037088,152945.19216438459,151628.2621643846,injected_data_fault,,normal,cust_00135,calibration,False,True,
txn_001459,agent_20,bKash,Chowhatta,2026-01-06 18:22:23,cash_out,1495.33,success,363560.0424165454,362064.7124165454,151780.1014980343,153275.43149803428,injected_data_fault,,normal,cust_00247,calibration,False,True,
txn_001459_dup,agent_20,bKash,Chowhatta,2026-01-06 18:22:23,cash_out,1495.33,success,363560.0424165454,362064.7124165454,151780.1014980343,153275.43149803428,injected_data_fault,,normal,cust_00247,calibration,False,True,
txn_001462,agent_09,Nagad,Shibganj,2026-01-06 18:32:22,cash_in,846.23,success,346020.90817299584,346867.1381729958,99470.5488022019,98624.3188022019,normal,,normal,cust_00011,calibration,False,False,
txn_001464,agent_02,bKash,Ambarkhana,2026-01-06 18:38:23,cash_in,3472.17,success,299236.3311189486,302708.50111894857,188585.42782700475,185113.25782700474,normal,,normal,cust_00303,calibration,False,False,
txn_001466,agent_05,Rocket,Chowhatta,2026-01-06 18:39:50,cash_out,1452.92,success,321306.4979245483,319853.5779245483,115130.67072959199,116583.59072959199,normal,,normal,cust_00393,calibration,False,False,
txn_001467,agent_06,Rocket,Zindabazar,2026-01-06 18:40:58,cash_in,5190.39,success,199369.85966119837,204560.24966119838,119447.86816132478,114257.47816132478,normal,,normal,cust_00383,calibration,False,False,
txn_001468,agent_19,Nagad,Shibganj,2026-01-06 18:43:48,cash_out,3686.19,success,455427.52452019346,451741.33452019346,147901.21014316363,151587.40014316363,normal,,normal,cust_00119,calibration,False,False,
txn_001469,agent_01,bKash,Zindabazar,2026-01-06 18:49:57,cash_in,1018.08,success,257134.4523999906,258152.5323999906,196386.60317991924,195368.52317991926,normal,,normal,cust_00019,calibration,False,False,
txn_001470,agent_04,bKash,Shibganj,2026-01-06 18:50:56,cash_in,2952.9,success,379058.807037843,382011.707037843,240094.86624292954,237141.96624292954,normal,,normal,cust_00202,calibration,False,False,
txn_001474,agent_10,Nagad,Chowhatta,2026-01-06 18:59:08,cash_in,1001.98,success,311048.6633227431,312050.64332274307,246538.66627231363,245536.68627231361,normal,,normal,cust_00177,calibration,False,False,
txn_001475,agent_13,Rocket,Bandarbazar,2026-01-06 19:00:42,cash_out,2887.39,success,280293.4656526633,277406.0756526633,129033.64187159495,131921.03187159495,normal,,normal,cust_00074,calibration,False,False,
txn_001476,agent_15,bKash,Chowhatta,2026-01-06 19:01:01,cash_in,4791.63,success,388657.30247496074,393448.93247496075,154223.70581553457,149432.07581553457,normal,,normal,cust_00248,calibration,False,False,
txn_001477,agent_17,Nagad,Ambarkhana,2026-01-06 19:01:47,cash_out,613.72,success,407649.7792556832,407036.0592556832,212320.52323893367,212934.24323893368,normal,,normal,cust_00003,calibration,False,False,
txn_001480,agent_20,Nagad,Chowhatta,2026-01-06 19:05:20,cash_in,3403.61,success,362064.7124165454,365468.32241654536,213850.7392146818,210447.1292146818,normal,,normal,cust_00321,calibration,False,False,
txn_001481,agent_13,bKash,Bandarbazar,2026-01-06 19:10:42,cash_in,1319.28,success,277406.0756526633,278725.35565266333,245499.15655670807,244179.87655670807,normal,,normal,cust_00020,calibration,False,False,
txn_001482,agent_20,bKash,Chowhatta,2026-01-06 19:10:43,cash_in,2154.46,success,365468.32241654536,367622.7824165454,153275.43149803428,151120.97149803428,normal,,normal,cust_00194,calibration,False,False,
txn_001483,agent_20,bKash,Chowhatta,2026-01-06 19:12:09,cash_out,7577.89,success,367622.7824165454,360044.89241654536,151120.97149803428,158698.8614980343,normal,,normal,cust_00109,calibration,False,False,
txn_001484,agent_07,Nagad,Ambarkhana,2026-01-06 19:13:05,cash_in,2414.89,success,362571.84684389544,364986.73684389546,160772.27965823014,158357.38965823012,normal,,normal,cust_00212,calibration,False,False,
txn_001485,agent_15,Nagad,Chowhatta,2026-01-06 19:14:33,cash_in,6177.8,success,393448.93247496075,399626.73247496074,118231.02602467148,112053.22602467147,normal,,normal,cust_00097,calibration,False,False,
txn_001386,agent_16,bKash,Zindabazar,2026-01-06 19:23:19,cash_in,1463.28,success,250617.88909464428,252081.16909464428,99177.4200108253,97714.1400108253,injected_data_fault,,normal,cust_00116,calibration,False,True,
txn_001486,agent_20,bKash,Chowhatta,2026-01-06 19:28:52,cash_out,3271.66,success,360044.89241654536,356773.2324165454,158698.8614980343,161970.5214980343,normal,,normal,cust_00309,calibration,False,False,
txn_001487,agent_03,bKash,Bandarbazar,2026-01-06 19:33:40,cash_in,3946.73,success,293743.25233130873,297689.9823313087,242409.70171962146,238462.97171962145,normal,,normal,cust_00304,calibration,False,False,
txn_001488,agent_05,Rocket,Chowhatta,2026-01-06 19:41:06,cash_in,782.72,success,319853.5779245483,320636.2979245483,116583.59072959199,115800.87072959199,normal,,normal,cust_00352,calibration,False,False,
txn_001490,agent_07,Nagad,Ambarkhana,2026-01-06 19:42:18,cash_in,4677.32,success,364986.73684389546,369664.05684389547,158357.38965823012,153680.06965823012,normal,,normal,cust_00368,calibration,False,False,
txn_001491,agent_15,Nagad,Chowhatta,2026-01-06 19:44:40,cash_in,3720.22,success,399626.73247496074,403346.9524749607,112053.22602467147,108333.00602467147,normal,,normal,cust_00047,calibration,False,False,
txn_001492,agent_01,Nagad,Zindabazar,2026-01-06 19:45:24,cash_in,1574.27,success,258152.5323999906,259726.80239999059,242117.860971645,240543.590971645,normal,,normal,cust_00101,calibration,False,False,
txn_001493,agent_17,Rocket,Ambarkhana,2026-01-06 19:49:21,cash_out,5881.39,success,405654.1192556832,399772.7292556832,186535.70903505906,192417.09903505907,normal,,normal,cust_00241,calibration,False,False,
txn_001494,agent_19,bKash,Shibganj,2026-01-06 19:53:44,cash_out,2120.58,success,451741.33452019346,449620.75452019344,172857.57053551395,,injected_data_fault,,normal,cust_00187,calibration,False,True,
txn_001495,agent_05,bKash,Chowhatta,2026-01-06 19:55:01,cash_out,978.25,success,320636.2979245483,319658.0479245483,203315.7638343389,204294.0138343389,normal,,normal,cust_00093,calibration,False,False,
txn_001497,agent_04,bKash,Shibganj,2026-01-06 20:05:33,cash_in,2594.57,success,382011.707037843,384606.277037843,237141.96624292954,234547.39624292954,injected_data_fault,,normal,cust_00380,calibration,False,True,
txn_001497_dup,agent_04,bKash,Shibganj,2026-01-06 20:05:33,cash_in,2594.57,success,382011.707037843,384606.277037843,237141.96624292954,234547.39624292954,injected_data_fault,,normal,cust_00380,calibration,False,True,
txn_001498,agent_19,bKash,Shibganj,2026-01-06 20:06:37,cash_out,1975.69,success,449620.75452019344,447645.06452019344,174978.15053551394,176953.84053551394,normal,,normal,cust_00120,calibration,False,False,
txn_001333,agent_02,bKash,Ambarkhana,2026-01-06 20:08:38,cash_in,1834.41,success,293409.2711189485,295243.6811189485,187784.58782700473,185950.17782700472,injected_data_fault,,normal,cust_00377,calibration,False,True,
txn_001499,agent_10,bKash,Chowhatta,2026-01-06 20:13:37,cash_out,6479.64,success,315601.33332274307,309121.69332274306,156774.47967577094,163254.11967577095,normal,,normal,cust_00009,calibration,False,False,
txn_001500,agent_01,Rocket,Zindabazar,2026-01-06 20:14:46,cash_in,1581.3,success,259726.80239999059,261308.10239999057,132221.92003085845,130640.62003085845,normal,,normal,cust_00341,calibration,False,False,
txn_001501,agent_09,Nagad,Shibganj,2026-01-06 20:15:44,cash_in,423.2,success,346867.1381729958,347290.33817299583,98624.3188022019,98201.1188022019,normal,,normal,cust_00003,calibration,False,False,
txn_001502,agent_17,Nagad,Ambarkhana,2026-01-06 20:18:42,cash_in,1466.37,success,399772.7292556832,401239.0992556832,212934.24323893368,211467.87323893368,normal,,normal,cust_00329,calibration,False,False,
txn_001503,agent_14,bKash,Shibganj,2026-01-06 20:29:16,cash_in,1321.8,success,319186.0041037088,320507.80410370877,154770.8521643846,,injected_data_fault,,normal,cust_00302,calibration,False,True,
txn_001504,agent_05,bKash,Chowhatta,2026-01-06 20:29:53,cash_out,388.31,failed,319658.0479245483,319658.0479245483,204294.0138343389,204294.0138343389,injected_data_fault,,normal,cust_00301,calibration,False,True,
txn_001504_dup,agent_05,bKash,Chowhatta,2026-01-06 20:29:53,cash_out,388.31,failed,319658.0479245483,319658.0479245483,204294.0138343389,204294.0138343389,injected_data_fault,,normal,cust_00301,calibration,False,True,
txn_001505,agent_03,bKash,Bandarbazar,2026-01-06 20:31:30,cash_out,1820.69,success,297689.9823313087,295869.2923313087,238462.97171962145,240283.66171962145,injected_data_fault,,normal,cust_00185,calibration,False,True,
txn_001505_dup,agent_03,bKash,Bandarbazar,2026-01-06 20:31:30,cash_out,1820.69,success,297689.9823313087,295869.2923313087,238462.97171962145,240283.66171962145,injected_data_fault,,normal,cust_00185,calibration,False,True,
txn_001506,agent_15,bKash,Chowhatta,2026-01-06 20:33:59,cash_out,2601.69,success,403346.9524749607,400745.2624749607,149432.07581553457,152033.76581553457,normal,,normal,cust_00090,calibration,False,False,
txn_001507,agent_03,bKash,Bandarbazar,2026-01-06 20:59:10,cash_in,3134.35,success,295869.2923313087,299003.6423313087,240283.66171962145,237149.31171962144,normal,,normal,cust_00201,calibration,False,False,
txn_001357,agent_14,bKash,Shibganj,2026-01-06 21:00:41,cash_out,4359.6,success,329239.5041037088,324879.9041037088,151628.2621643846,155987.8621643846,injected_data_fault,,normal,cust_00198,calibration,False,True,
txn_001508,agent_05,Rocket,Chowhatta,2026-01-06 21:06:47,cash_in,9428.44,success,319658.0479245483,329086.4879245483,115800.87072959199,106372.43072959199,normal,,normal,cust_00201,calibration,False,False,
txn_001509,agent_05,Rocket,Chowhatta,2026-01-06 21:09:46,cash_out,844.23,failed,329086.4879245483,329086.4879245483,106372.43072959199,106372.43072959199,normal,,normal,cust_00192,calibration,False,False,
txn_001510,agent_03,Nagad,Bandarbazar,2026-01-06 21:13:17,cash_in,2970.27,success,299003.6423313087,301973.9123313087,90436.07775012452,87465.80775012451,normal,,normal,cust_00255,calibration,False,False,
txn_001512,agent_05,Rocket,Chowhatta,2026-01-06 21:33:09,cash_in,1330.12,success,329086.4879245483,330416.60792454827,106372.43072959199,105042.31072959199,normal,,normal,cust_00131,calibration,False,False,
txn_001513,agent_19,Nagad,Shibganj,2026-01-06 21:39:08,cash_out,3768.21,success,447645.06452019344,443876.8545201934,151587.40014316363,155355.61014316362,normal,,normal,cust_00065,calibration,False,False,
txn_001406,agent_13,bKash,Bandarbazar,2026-01-06 21:39:59,cash_in,1739.09,success,281595.8056526633,283334.8956526633,240939.51655670805,239200.42655670806,injected_data_fault,,normal,cust_00247,calibration,False,True,
txn_001514,agent_02,bKash,Ambarkhana,2026-01-06 21:41:41,cash_in,1676.19,success,302708.50111894857,304384.69111894857,185113.25782700474,183437.06782700474,normal,,normal,cust_00267,calibration,False,False,
txn_001515,agent_17,Nagad,Ambarkhana,2026-01-06 21:44:59,cash_in,1087.35,success,401239.0992556832,402326.44925568317,211467.87323893368,210380.52323893367,normal,,normal,cust_00313,calibration,False,False,
txn_001516,agent_04,bKash,Shibganj,2026-01-06 21:55:05,cash_in,1718.48,success,384606.277037843,386324.757037843,234547.39624292954,232828.91624292952,normal,,normal,cust_00156,calibration,False,False,
txn_001396,agent_19,bKash,Shibganj,2026-01-06 21:56:29,cash_in,690.47,success,448958.95452019345,449649.4245201934,179398.88053551395,178708.41053551395,injected_data_fault,,normal,cust_00222,calibration,False,True,
txn_001316,agent_08,bKash,Bandarbazar,2026-01-06 22:02:15,cash_in,1013.77,success,341290.79929778294,342304.56929778296,243522.8919705568,242509.12197055682,injected_data_fault,,normal,cust_00341,calibration,False,True,
txn_001421,agent_09,bKash,Shibganj,2026-01-06 22:06:21,cash_out,1774.46,success,346222.0681729959,344447.60817299585,200178.99555423768,201953.45555423768,injected_data_fault,,normal,cust_00129,calibration,False,True,
txn_001517,agent_03,bKash,Bandarbazar,2026-01-06 22:08:05,cash_in,2264.25,success,301973.9123313087,304238.1623313087,237149.31171962144,234885.06171962144,normal,,normal,cust_00040,calibration,False,False,
txn_001519,agent_03,bKash,Bandarbazar,2026-01-06 22:37:32,cash_out,2195.21,success,304238.1623313087,302042.9523313087,234885.06171962144,237080.27171962144,injected_data_fault,,normal,cust_00040,calibration,False,True,
txn_001519_dup,agent_03,bKash,Bandarbazar,2026-01-06 22:37:32,cash_out,2195.21,success,304238.1623313087,302042.9523313087,234885.06171962144,237080.27171962144,injected_data_fault,,normal,cust_00040,calibration,False,True,
txn_001300,agent_17,bKash,Ambarkhana,2026-01-06 22:49:44,cash_out,1816.66,success,411860.38925568317,410043.7292556832,150267.53099426714,152084.19099426715,injected_data_fault,,normal,cust_00000,calibration,False,True,
txn_001520,agent_04,bKash,Shibganj,2026-01-06 22:57:50,cash_in,903.61,success,386324.757037843,387228.367037843,232828.91624292952,,injected_data_fault,,normal,cust_00230,calibration,False,True,
txn_001521,agent_09,bKash,Shibganj,2026-01-06 23:14:01,cash_out,3226.76,success,347290.33817299583,344063.5781729958,202166.2155542377,,injected_data_fault,,normal,cust_00242,calibration,False,True,
txn_001522,agent_12,Nagad,Ambarkhana,2026-01-06 23:16:35,cash_in,644.79,success,301930.85650372505,302575.64650372503,195515.5759333998,194870.7859333998,normal,,normal,cust_00248,calibration,False,False,
txn_001523,agent_06,bKash,Zindabazar,2026-01-06 23:19:00,cash_in,2914.06,success,204560.24966119838,207474.30966119838,211063.90858606287,208149.84858606287,normal,,normal,cust_00155,calibration,False,False,
txn_001371,agent_08,bKash,Bandarbazar,2026-01-06 23:42:06,cash_in,3039.97,success,342304.56929778296,345344.53929778293,242509.12197055682,239469.15197055682,injected_data_fault,,normal,cust_00184,calibration,False,True,
txn_001399,agent_19,bKash,Shibganj,2026-01-07 00:00:42,cash_out,3449.13,failed,449649.4245201934,449649.4245201934,178708.41053551395,178708.41053551395,injected_data_fault,,normal,cust_00310,calibration,False,True,
txn_001455,agent_01,bKash,Zindabazar,2026-01-07 00:02:14,cash_out,2147.73,success,259282.18239999062,257134.4523999906,194238.87317991923,196386.60317991924,injected_data_fault,,normal,cust_00343,calibration,False,True,
txn_001344,agent_11,bKash,Zindabazar,2026-01-07 00:09:46,cash_out,2033.22,success,333004.5327265384,330971.31272653845,177220.19640786515,179253.41640786515,injected_data_fault,,normal,cust_00043,calibration,False,True,
txn_001441,agent_09,bKash,Shibganj,2026-01-07 00:17:16,cash_in,1964.57,success,344383.3181729959,346347.8881729959,203803.80555423768,201839.23555423768,injected_data_fault,,normal,cust_00239,calibration,False,True,
txn_001526,agent_14,Nagad,Shibganj,2026-01-07 00:20:42,cash_in,777.62,success,320507.80410370877,321285.42410370876,135654.68327141088,134877.06327141088,normal,,normal,cust_00298,calibration,False,False,
txn_001527,agent_12,Nagad,Ambarkhana,2026-01-07 00:22:38,cash_in,1360.4,success,302575.64650372503,303936.04650372505,194870.7859333998,193510.3859333998,normal,,normal,cust_00255,calibration,False,False,
txn_001528,agent_17,bKash,Ambarkhana,2026-01-07 00:42:13,cash_in,866.12,success,402326.44925568317,403192.56925568316,164788.99099426717,163922.87099426717,normal,,normal,cust_00198,calibration,False,False,
txn_001529,agent_19,Nagad,Shibganj,2026-01-07 00:45:13,cash_in,1319.27,success,437907.9845201934,439227.25452019344,155355.61014316362,154036.34014316363,normal,,normal,cust_00015,calibration,False,False,
txn_001530,agent_17,bKash,Ambarkhana,2026-01-07 00:51:27,cash_out,2857.47,success,403192.56925568316,400335.0992556832,163922.87099426717,166780.34099426717,normal,,normal,cust_00212,calibration,False,False,
txn_001471,agent_17,bKash,Ambarkhana,2026-01-07 00:53:05,cash_out,4834.26,success,412484.0392556832,407649.7792556832,158572.79099426715,163407.05099426716,injected_data_fault,,normal,cust_00305,calibration,False,True,
